Monsoon_Intensity,Topography_Drainage,River_Management,Deforestation_Score,Urbanization_Score,Climate_Change_Impact,Dams_Quality,Siltation_Score,Agricultural_Practices_Score,Encroachment_Score,Disaster_Preparedness_Inefficiency,Drainage_Systems_Score,Coastal_Vulnerability,Landslide_Risk_Score,Watershed_Management_Score,Infrastructure_Deterioration,Population_Density_Score,Wetland_Loss_Score,Inadequate_Planning_Score,Political_Factor_Score,Flood_Label
0.02085639159357211,4.193352899293439,5.763855516609288,4.987628080913858,5.902981420353575,5.58518962641827,4.591648194993072,0.1100496086717937,5.291450086702107,4.6865509781288965,5.092952722050753,13.515747860711485,4.302528568925352,5.111741628397919,4.649013298337895,5.802355246434711,5.734709278230715,4.566922298528159,5.419609426544744,4.095166385092225,0
1.9126724140656393,4.808637536208584,5.313560209448588,5.365234442446805,4.030789783382617,5.524893917349737,5.2119939345420505,0.3866391657319477,4.261434647179515,4.123893037157976,4.938049879435767,12.62926287504019,4.411976368376946,4.0982967806903545,5.237170298144231,5.46135802305678,5.459356827294482,5.525598105751611,5.959828865564761,4.813135615810982,0
1.4813867890931722,5.156773834012818,5.585708838067679,5.550692300806271,5.344920996050058,5.289490497153637,4.930673867878972,1.421884920788617,5.290437151689328,4.875799774285825,4.955734709826272,11.926800784417733,5.483990782252345,4.544630794362165,5.184965987803193,5.980445069230148,5.8106436567521795,5.085682748668149,5.744212127493162,4.75099724404144,0
2.1846490458355787,4.894405081009671,5.497652673926613,5.314706964340257,4.5847662208243865,5.821211434428843,5.131489901226578,1.7123349140067357,5.440767997172891,4.451579104301258,5.256694235098889,7.7302934142890685,5.672157801590561,4.592353531117997,5.161937173263185,5.28455632701423,5.566580184877733,5.76084380574721,4.803587340666727,5.634518537975046,0
2.1242177333881367,5.529766523084256,4.975142387346769,5.78618041039083,4.103671598239458,4.124788137196554,4.113360864331671,2.17715852516508,5.882948475012131,4.860693064744401,4.927970834880762,7.777411950166148,4.50639781402562,5.366351126479636,4.416463617216429,5.860897201090062,4.079422415144494,4.575868188186438,5.159072738299962,4.320618079031138,0
0.8692543587413041,5.760158175122917,4.281423056097517,5.678676984712005,5.275376493791871,5.142520939874195,5.127839133511247,0.11793641952329681,4.678481322347673,5.940148913333414,4.1539383660160345,10.105359409652175,5.952979322295774,5.739082337718436,5.440666738331986,4.626364101407271,4.999236823997524,4.836263199587245,5.886596794491306,5.399426154308674,0
1.9558837785078016,5.56152317213688,4.0360131112009086,4.696191186336576,4.358506511478561,5.412492325110525,5.088689775268643,1.4147285656504751,4.513294414372192,4.652441013961863,4.905766720831023,12.968359034123386,4.801940653376704,5.4178000125031645,4.534419790972148,4.474140782348356,4.031676141889749,5.328251478566701,4.128638446387167,4.515510431256219,0
0.1356818667316142,5.67972260573344,5.301946934301908,4.153724150552327,4.151167227708134,4.1645446485541235,5.779826752725725,2.265411767020857,5.863480806633016,5.116342367780882,4.550197763118248,13.361489558149628,5.693570003739491,5.509865079570101,5.79922497874463,5.0571684028748844,4.961296056624818,5.54406357194471,4.440219660038327,5.3941822765215175,0
2.9190316642573366,5.018844256299579,4.60253052152,4.131389717908732,4.483073683403363,4.123616921378446,4.729644940415597,0.4193171298788685,5.830003075495054,5.166614496368409,4.394365963936132,7.590372517883191,4.24274384909724,4.674718156714559,5.718649902140952,4.1922517034643025,4.719086289040007,4.807622010494999,4.805222876680325,5.642063894192862,0
10.192021630961042,5.538446295676267,4.789152151195292,4.024206233552215,4.0106269513366914,5.647104453223638,4.0805710375559965,12.852716174042655,5.639249739095289,5.91774374638082,5.161537167228843,0.331422339394184,5.154373352446617,5.865007906194765,5.309814246295718,5.881074602205896,5.49348661559632,4.714483936340272,4.73977725129625,4.920772351350081,1
9.14450912658301,5.753301523656401,4.281105935156722,4.002947644172623,4.260161339657894,4.543997210688712,4.008374887255916,7.895356955181823,5.107986511006262,4.54694903074996,5.8531707664367625,0.3866096024203356,4.704461950141491,5.955707387003564,4.89337744348933,4.825822379178426,5.961296439128099,5.553892776785043,5.34194941897157,5.816379191393006,1
0.07294789929436152,4.38924502364153,4.370660359057429,5.088964665600526,5.91972560542691,5.502354273908086,5.533054632443254,2.4497983184147314,4.69766381491726,5.322685357889449,4.532202737074617,9.247705516737842,5.3014487686676,4.007660581000645,5.737602191635641,4.4173038263168625,5.585406811561503,4.15996496559351,4.201060717383672,4.036711448758283,0
1.6656024347983869,4.974123837637872,5.532129553070606,4.82728534983727,4.707578317472872,4.774645035950628,5.15698501645866,0.8399372809808525,4.021430595390718,4.726807863998854,5.823570224763543,13.57488047432285,4.594428227690192,4.703419635917617,4.759848581924029,4.623406642985624,5.87225114308027,4.173879121384508,4.000105653864594,4.596085045582711,0
10.206104487002609,5.969339479049016,5.154399773469102,4.873228379537532,5.878136958900583,4.211748636426258,4.453545250639292,12.864904179322249,4.627406249514312,5.030334056773178,5.436136322401722,1.7788198045251096,4.910931144012723,5.06472046972263,4.960269879276746,4.632750814775366,5.034241776226661,4.025512959414861,4.569705353221227,5.3859435875473345,1
11.518729066100931,5.683997105780123,5.067934945095527,4.072037636582853,5.6436618931707185,4.806415512266504,5.143215298965888,9.214622377880413,5.835294555808867,5.706634373333172,4.0399458651560565,2.088061854161377,5.890034188496988,5.819173390107554,4.394212077647304,4.272742210058917,4.103371359822264,5.1485870794171475,5.708691965565431,4.664147781647641,1
7.104015388085888,4.710769137371479,5.291644772572969,4.850456370875388,4.49801747221818,5.080593063580615,4.339774146438114,11.937159892832241,4.1795190011203145,4.7889587816777155,5.904528029066745,2.5517451872827257,4.88120622811835,4.640119128367165,5.372048447871782,4.515391296378359,5.716746759522125,4.150187291610628,4.976669826008669,5.661844981643701,1
9.679244917256689,4.482402915199083,5.658573598633511,4.690384416988421,4.234407811360467,5.382111625478523,5.011863308639117,8.001486337620403,5.017788140139761,4.166446132416144,5.561398608343257,2.1966746592286834,4.036162184411371,4.172915014240305,5.807906130379779,4.850712992539967,5.245482552754956,4.3471442883028795,4.608310508970931,5.536935591328268,1
